common_name,latin_name,ecoregion,ecoregion_url,plant_url
Purple Mountain Saxifrage,Saxifraga oppositifolia,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/purple-mountain-saxifrage/
Western Coneflower,Rudbeckia occidentalis,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/western-coneflower/
Fleabane Daisy,Erigeron speciosus,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/fleabane-daisy/
Silvery Lupine,Lupinus argenteus,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/silvery-lupine/
Hairy False Goldenaster,Heterotheca villosa,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/hairy-false-goldenaster/
Cutleaf Daisy,Erigeron compositus,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/cutleaf-daisy/
Saskatoon Serviceberry,Amelanchier alnifolia,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Yellow Rabbitbrush,Chrysothamnus viscidiflorus,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/yellow-rabbitbrush/
Coyote Willow,Salix exigua,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/coyote-willow/
Chokecherry,Prunus virginiana,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/chokecherry/
Shore Pine,Pinus contorta,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/shore-pine/
Ponderosa Pine,Pinus ponderosa,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/ponderosa-pine/
American or Quaking Aspen,Populus tremuloides,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Douglas Fir,Pseudotsuga menziesii,6.2 - Western Cordillera (Canada),https://homegrownnationalpark.org/keystone-plants/page/2/?_ecoregion=6-2-western-cordillera-canada,https://homegrownnationalpark.org/news/plant/douglas-fir/
Scarlet Strawberry,Fragaria virginiana,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Coastal Wallflower,Erysimum capitatum,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Fireweed,Chamaenerion angustifolium,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/fireweed/
Pacific Aster,Symphyotrichum chilense,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/pacific-aster/
Western Coneflower,Rudbeckia occidentalis,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/western-coneflower/
Coast Phacelia,Phacelia californica,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/coast-phacelia/
Cascade Penstemon,Penstemon serrulatus,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/cascade-penstemon/
Western Columbine,Aquilegia formosa,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/western-columbine/
Saskatoon Serviceberry,Amelanchier alnifolia,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/saskatoon-serviceberry/
Cranberry,Vaccinium macrocarpon,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/cranberry/
Garry Oak,Quercus garryana,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/garry-oak/
Red Alder,Alnus rubra,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/red-alder/
Shore Pine,Pinus contorta,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/shore-pine/
Bigleaf Maple,Acer macrophyllum,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/bigleaf-maple/
American or Quaking Aspen,Populus tremuloides,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/american-or-quaking-aspen/
Douglas Fir,Pseudotsuga menziesii,7.1 - Marine West Coast Forests (Lower 48),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-lower-48,https://homegrownnationalpark.org/news/plant/douglas-fir/
Scarlet Strawberry,Fragaria virginiana,7.1 - Marine West Coast Forests (Alaska),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-alaska,https://homegrownnationalpark.org/news/plant/scarlet-strawberry/
Alpine Forget-Me-Not,Myosotis asiatica,7.1 - Marine West Coast Forests (Alaska),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-alaska,https://homegrownnationalpark.org/news/plant/alpine-forget-me-not/
Coastal Wallflower,Erysimum capitatum,7.1 - Marine West Coast Forests (Alaska),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-alaska,https://homegrownnationalpark.org/news/plant/coastal-wallflower/
Shrubby Cinquefoil,Dasiphora fruticosa,7.1 - Marine West Coast Forests (Alaska),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-alaska,https://homegrownnationalpark.org/news/plant/shrubby-cinquefoil/
Fireweed,Chamaenerion angustifolium,7.1 - Marine West Coast Forests (Alaska),https://homegrownnationalpark.org/keystone-plants/page/1/?_ecoregion=7-1-marine-west-coast-forests-alaska,https://homegrownnationalpark.org/news/plant/fireweed/
